"CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","SD01","SD02_01","SD08","SD08_01","DS01_01","DS01_02","DS01_03","DS01_04","DS01_05","DS01_07","DS01_06","MI01_01","MI02_01","MI03_01","MI03_02","MI04_03","MI05_01","MI05_02","MI07_01","MI09_01","MI10_01","MI14_02","ST01_01","ST01_02","ST01_03","ST01_04","ST01_05","ST01_06","ST01_07","ST01_08","ST02_01","ST02_02","ST02_03","ST02_04","ST02_05","ST03_01","ST03_02","ST03_03","ST03_04","ST03_05","ST03_06","ST03_07","ST03_08","ST04_01","ST04_02","ST04_03","ST04_04","ST04_05","ST04_06","ST04_07","UQ01","UQ01x01","UQ01x02","UQ01x03","UQ01x04","UQ01x05","PL01_01","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
189,,,"smartphone_EN","interview",2022-06-07 12:17:26,2,25,1,2,3,3,2,3,3,1,4,4,2,4,4,4,3,3,4,2,2,1,4,3,3,5,4,4,5,5,5,5,2,3,3,2,1,3,3,4,3,5,4,4,4,5,3,3,3,3,3,"What smartphones do you have under £600","What are the current range of iPhones in stock?","What are the additional benefits I get with selecting this phone?",,,"5bc9e924e642db0001d3a1c5.",9,21,24,16,22,72,27,22,213,,2022-06-07 12:20:59,1,0,8,8,0,0,1.25,16
190,,,"smartphone_EN","interview",2022-06-07 12:17:28,2,29,1,2,4,4,4,2,3,1,3,1,4,5,4,4,4,5,5,4,4,1,4,4,2,5,2,4,5,5,4,4,2,4,5,3,2,4,4,3,4,5,5,5,4,5,5,3,4,4,5,"What's the RAM?","What's the processor speed? Will it remain quick for a long time?","Is it waterproof? Just in case I accidentally drop it.","How long is the battery life? I don't want it to start decreasing quickly.","What's the storage on it? I don't want to have to use the cloud all the time.","5d34862748bf98000146b64f",5,6,189,11,14,101,24,23,216,,2022-06-07 12:23:41,1,0,8,8,0,0,1.5,31
191,,,"smartphone_EN","interview",2022-06-07 12:17:29,1,19,1,2,4,4,4,3,3,1,3,2,4,4,4,2,4,4,2,4,4,1,2,4,3,4,,,4,5,4,4,2,3,4,2,2,4,2,3,3,4,4,4,4,4,4,4,2,2,4,"What is the storage? ","How good are the cameras?","What charging cable does it use? ","What is the make and model? ",,"60fea42fdb1d4e780b95416d",1287,7,31,19,29,84,37,31,246,,2022-06-07 12:42:54,1,0,8,8,0,0,1.03,8
192,,,"smartphone_EN","interview",2022-06-07 12:17:29,1,42,1,2,4,4,5,1,1,1,2,2,4,4,4,1,4,3,2,4,3,1,1,4,1,3,2,3,3,5,5,4,3,3,3,2,1,3,1,3,4,5,4,4,4,5,3,4,1,3,5,"Which has the best battery life?","What kind of storage do they have?","How good is the camera?<br>","What is the operating system?","How much does it cost?","59142b45ef024b0001c54c33",7,10,16,21,25,102,29,36,246,,2022-06-07 12:21:35,1,0,8,8,0,0,1.23,12
193,,,"smartphone_EN","interview",2022-06-07 12:17:30,1,35,1,2,5,5,5,4,3,1,3,2,4,4,4,3,4,4,4,4,4,1,2,5,3,5,4,5,5,5,4,5,4,4,4,4,3,5,3,5,4,5,4,5,5,5,5,5,4,4,5,"How long does the battery last?","What warranty comes with the phone? ","Is it much more of an upgrade compared to my current phone? ","What colours does it come in? ","Does it come in a bigger screen size? ","60a633760a932c3b1150e376",169,8,29,22,42,78,34,30,251,,2022-06-07 12:24:22,1,0,8,8,0,0,0.99,7
194,,,"smartphone_EN","interview",2022-06-07 12:17:30,2,40,1,2,4,4,5,2,2,1,1,2,5,4,4,2,5,5,5,5,4,1,2,5,4,5,5,4,5,5,5,3,2,5,4,4,3,4,5,5,3,5,3,5,5,4,5,5,3,4,5,"What is the battery life and charge speed?","What is the quality of the camera like? ","How heavy and how thin is the phone?","What is it made from?","Does it meet envirnmental standards in its manuafcturing process?","60e3b450cc89a0046b21c5bc",3,12,23,20,25,97,369,40,257,,2022-06-07 12:27:19,1,0,8,8,0,0,1.17,15
195,,,"smartphone_EN","interview",2022-06-07 12:17:30,2,41,1,2,5,5,5,1,2,1,2,3,4,4,3,2,3,4,4,5,4,1,5,5,4,5,2,2,5,5,5,5,2,4,4,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,"What's the brand?","Ho much does it cost?","Does it have a poerful graphics chip?","How much RAM does it have?","Is the CPU fast?","5c3476a2f5ebd50001841284",5,11,21,11,13,66,27,25,179,,2022-06-07 12:20:29,1,0,8,8,0,0,1.61,31
196,,,"smartphone_EN","interview",2022-06-07 12:17:31,2,43,1,2,5,5,5,3,3,1,2,3,4,2,4,5,4,5,5,5,4,1,2,5,4,5,4,5,4,5,5,5,4,4,5,1,2,4,4,4,4,5,4,5,5,4,4,4,4,5,5,"How long does the battery last? I like a phone that lasts all day on a single charge.","Does it have a good camera system?","How loud is the audio from the speakers? I listen to a lot of podcasts and need good volume.","How much does it cost?","Does it have any accessories like a case, headphones, etc?","5c0822f550d77a000164d7ce",2,7,25,15,18,108,31,34,240,,2022-06-07 12:21:31,1,0,8,8,0,0,1.53,34
197,,,"smartphone_EN","interview",2022-06-07 12:17:31,1,42,1,2,5,5,5,2,3,1,2,1,5,5,5,1,5,5,1,3,4,1,5,4,3,5,5,2,2,5,5,5,5,5,1,3,4,2,5,3,4,5,5,5,5,1,5,5,1,1,4,"Is the phone a dual sim? depending on whom i am buying phone for and where it will be used","what is the storage capacity of the phone? because i store things a lot and rarely delete","does it support 3rd party applications? i play a lot of games","obviously, what is the quality of the camera",,"609c2dcbc88bdd19e0be4b98",14,55,35,28,29,170,33,41,405,,2022-06-07 12:24:16,1,0,8,8,0,0,0.77,1
198,,,"smartphone_EN","interview",2022-06-07 12:17:33,1,42,1,2,3,2,3,3,4,1,3,3,3,5,3,1,3,4,3,3,3,1,1,4,2,3,2,4,5,5,4,3,3,4,5,1,,2,4,3,,5,5,3,4,,4,4,4,,3,"How long is the battery life? I need a phone that'll last all day.","Is the camera decent? ","Is it lightweight? I have issues with my hands.",,,"613f0ce7ced87b6731521401",8,5,25,19,18,254,42,41,412,,2022-06-07 12:24:25,1,0,8,8,0,0,1.19,15
199,,,"smartphone_EN","interview",2022-06-07 12:17:33,1,46,1,2,5,5,4,3,4,1,2,2,4,5,5,1,5,5,3,4,5,1,1,5,3,5,1,2,5,5,5,3,3,4,4,1,1,2,2,5,2,5,2,5,4,5,5,3,4,4,5,"What is the battery life","How much does it cost","What operating system; android etc","Is the camera good","What is included with the phone, storage, ear phones, charger","60e82765bb9a177ed3c0f192",20,31,31,19,33,109,35,31,309,,2022-06-07 12:22:42,1,0,8,8,0,0,0.89,4
200,,,"smartphone_EN","interview",2022-06-07 12:17:33,1,20,1,2,4,3,3,2,3,1,4,2,4,3,3,4,4,3,4,3,4,1,2,5,4,4,3,4,4,5,4,3,2,3,4,4,,3,1,4,3,3,4,4,4,4,4,4,4,4,3,"Do you have a smart phone with a good speaker?","Do you have a smartphone with a good quality camera?","Do you have a phone that looks nice?",,,"609fe1299099a3d26ab244ed",3,8,23,18,15,45,20,27,159,,2022-06-07 12:20:12,1,0,8,8,0,0,1.76,38
201,,,"smartphone_EN","interview",2022-06-07 12:17:33,1,55,1,2,5,5,5,2,2,1,3,2,5,4,4,1,5,5,1,5,2,1,1,5,1,1,1,5,5,5,5,3,1,5,5,3,1,2,1,1,3,5,5,5,5,5,2,5,1,,5,"does it have assistive technology?","how good is the camera?","can I synch it with my tablet?","how long is the battery life?","does it fit into my hand?","589c431f0da7f10001de7407",13,8,20,18,20,80,29,71,259,,2022-06-07 12:21:53,1,0,8,8,0,0,1.17,14
202,,,"smartphone_EN","interview",2022-06-07 12:17:34,2,65,1,2,5,5,5,3,3,1,4,2,5,2,3,1,5,5,3,4,2,1,1,5,4,5,4,5,5,5,4,5,5,5,4,4,1,4,4,5,5,5,5,5,5,5,5,5,5,3,5,"how much battery life has it","what type of camera function does it have","how long is the warranty","How much memory does it have","are there any special deals on","5d08077f5826920017833401",4,13,15,16,20,87,22,24,201,,2022-06-07 12:20:55,1,0,8,8,0,0,1.54,28
203,,,"smartphone_EN","interview",2022-06-07 12:17:34,1,28,1,2,5,5,5,2,2,1,2,1,5,1,3,1,5,5,2,5,5,1,5,3,4,5,5,4,4,5,5,3,3,3,5,4,3,4,5,3,2,5,1,3,4,4,5,5,3,4,5,"Do you have a smartphone with a lot of built in memory? I like to have a lot of games on my phone","Do you have a smartphone with high RAM? I like to run a lot of apps at once and don't want it to be slow","Do you have a smartphone with a lot of accessory options? I like to customize my phone","Do you have a smartphone with a loud speaker? I like to listen to music and streams out loud","Do you have a smartphone that is durable? I need it to handle being dropped often","5b92b49921e7200001f530a0",3,10,211,27,18,155,51,38,334,,2022-06-07 12:26:07,1,0,8,8,0,0,1.1,15
204,,,"smartphone_EN","interview",2022-06-07 12:17:34,1,44,1,2,5,5,5,3,3,1,3,1,5,5,5,1,5,5,1,5,5,1,1,5,5,4,1,4,5,5,5,3,3,4,4,1,1,3,5,5,4,5,2,4,5,5,3,3,3,3,3,"Do you have a smartphone with a long battery life?","Do you have a basic, cheap smartphone?","Do you have a smartphone with a high quality front camera?",,,"5422aa8bfdf99b328c91b1ff",16,6,25,18,21,55,36,33,210,,2022-06-07 12:21:04,1,0,8,8,0,0,1.28,17
205,,,"smartphone_EN","interview",2022-06-07 12:17:35,1,36,1,2,5,5,4,3,3,1,4,1,4,5,4,1,5,5,3,4,2,1,3,3,2,3,1,4,5,5,5,3,4,4,5,4,2,3,5,4,3,5,5,5,4,5,5,5,1,3,4,"What is the maximum amount of storage available?","Does the screen automatically dim in bright sunlight?","What is the expected battery life?","What is the price?",,"615de35472bb39478229a612",30,11,35,35,44,97,41,81,374,,2022-06-07 12:23:49,1,0,8,8,0,0,0.74,0
206,,,"smartphone_EN","interview",2022-06-07 12:17:35,2,28,1,2,4,5,5,2,2,1,2,4,2,4,3,2,2,3,3,4,5,1,2,4,1,5,2,2,5,5,5,2,3,4,4,4,2,3,2,1,2,5,3,5,5,3,5,5,2,2,5,"How much does it cost","What is the storage capacity","How good is the battery life","What are the security features","Does it have a good camera","5ea12f2dd32031131be8c1fb",5,11,12,17,23,39,24,23,154,,2022-06-07 12:20:09,1,0,8,8,0,0,1.7,35
207,,,"smartphone_EN","interview",2022-06-07 12:17:35,1,53,1,2,5,5,4,5,5,1,4,3,4,5,5,2,4,4,1,5,3,1,2,5,5,5,2,5,5,5,5,3,2,4,5,3,3,5,4,5,5,5,4,5,5,5,5,5,4,2,4,"what is the memory capacity on the phone","what is the camera pixel and zoom ","what in built apps does the phone have","what is the battery life like when compared to other phones",,"6149bf94e221d6ad7600ba0c",5,10,38,26,29,83,39,39,269,,2022-06-07 12:22:04,1,0,8,8,0,0,1.07,5
208,,,"smartphone_EN","interview",2022-06-07 12:17:35,2,48,1,2,4,3,4,2,3,1,3,2,4,4,4,2,4,3,4,4,4,1,1,3,3,3,1,5,5,5,5,4,1,5,5,1,1,1,5,3,3,5,3,4,4,5,5,5,3,4,5,"how much is it","what operating system does it have","will an older model be better","how many cameras does it have","can i get it delivered","5d445f038dd58b001afdeb32",5,19,92,32,19,57,28,148,400,,2022-06-07 12:24:15,1,0,8,8,0,0,1.01,13
209,,,"smartphone_EN","interview",2022-06-07 12:17:35,2,42,1,2,4,3,4,2,3,1,4,3,4,5,4,2,4,4,2,4,3,1,2,4,3,4,4,4,5,5,5,3,4,4,4,4,2,3,4,5,3,5,1,5,5,5,4,4,2,,5,"What special features does this phone have?","How good is the camera quality?","How long does the battery typically last before needing to be charged?","Is the phone easy to use?","How does the phone compare to its peers?","5f8d62a678e62303a62ed8bd",5,7,33,37,32,139,79,160,492,,2022-06-07 12:25:47,1,0,8,8,0,0,0.89,7
210,,,"smartphone_EN","interview",2022-06-07 12:17:35,2,33,1,2,5,5,5,1,1,1,2,1,5,3,5,2,5,5,4,5,5,1,2,5,1,5,4,5,5,5,5,5,3,5,5,4,4,4,5,2,4,5,5,4,4,5,5,5,5,5,4,"What is the smartphone brand with best aftersales care?","What is the battery life durability under real world conditions?","Can the battery be replaced?","How close to stock is the opperating system?",,"57160a57cd6ea20011dae249",480,6,39,16,24,76,27,23,219,,2022-06-07 12:29:06,1,0,8,8,0,0,1.21,18
211,,,"smartphone_EN","interview",2022-06-07 12:17:36,1,20,1,2,4,4,4,4,3,1,3,3,4,4,4,2,3,4,2,3,3,1,1,4,4,4,1,3,5,5,5,4,4,3,4,4,3,4,3,4,3,5,4,4,5,4,2,2,3,,4,"What phones do you have with a good camera? ","What kind of contracts do you do?","What is your most popular phone?","How does this phone compare to a slightly older model?",,"60e067251b4aa7de2a281d5c",19,10,33,17,26,128,38,38,309,,2022-06-07 12:22:45,1,0,8,8,0,0,0.97,4
212,,,"smartphone_EN","interview",2022-06-07 12:17:36,2,50,1,2,4,4,4,3,3,1,3,2,4,4,4,2,4,4,2,4,4,1,4,4,2,4,3,4,4,5,4,4,2,3,5,4,2,4,3,3,3,4,4,4,4,5,4,4,4,4,5,"battery life","sturdy case","screen size ","latest version of os","warrenty ","6106c49a0b3900940e46047a",7,15,36,25,30,92,45,41,291,,2022-06-07 12:22:27,1,0,8,8,0,0,0.94,1
213,,,"smartphone_EN","interview",2022-06-07 12:17:36,1,29,1,2,4,4,5,4,4,1,4,2,5,4,4,2,5,5,2,4,2,1,4,5,5,3,2,5,5,5,5,2,2,4,5,5,3,4,5,5,5,5,3,5,5,3,5,5,3,3,4,"How much memory does this phone have","What is the camera like","How long does the battery last","Is it waterproof",,"5bbe3c5cee6586000142be43",3,12,25,27,21,45,29,29,191,,2022-06-07 12:20:47,1,0,8,8,0,0,1.48,25
214,,,"smartphone_EN","interview",2022-06-07 12:17:37,2,32,1,2,4,4,4,3,3,1,3,3,4,3,4,4,4,4,4,4,4,1,2,5,5,4,3,3,4,5,5,3,2,4,4,4,3,3,4,4,4,4,4,4,4,4,5,5,3,4,3,"How much storage does it have?","Does it have a good camera?","How size is it?",,,"5d3ef33e8da0790017c90e08",15,11,15,21,18,79,28,24,211,,2022-06-07 12:21:09,1,0,8,8,0,0,1.32,19
215,,,"smartphone_EN","interview",2022-06-07 12:17:37,2,19,1,2,4,4,4,3,4,1,4,3,5,3,4,2,3,3,3,3,4,1,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,"how much gigs is it?","how long does the battery last?","whats the specs of the phone ?","What material is the casing?<br>","does it use type-c or usb ?","60bbca0b760a60569cbfaa75",7,22,210,82,383,737,44,52,365,,2022-06-07 12:43:14,1,0,8,8,0,0,0.48,1
216,,,"smartphone_EN","interview",2022-06-07 12:17:37,2,30,1,2,5,4,4,3,3,1,3,3,5,5,3,1,4,4,1,4,3,1,4,5,5,3,1,4,5,5,,5,5,5,5,,1,5,5,5,3,5,5,5,5,5,5,5,3,,4,"How well is the battery life? ","What is the GB available on the device? ","What is the camera quality like? ","What accessories come with the device? ",,"5f3fcf756fcef00644a27614",5,22,20,13,16,269,72,45,462,,2022-06-07 12:25:19,1,0,8,8,0,0,1.13,18
217,,,"smartphone_EN","interview",2022-06-07 12:17:37,2,57,1,2,4,4,4,2,2,1,1,2,3,3,5,1,3,4,1,3,3,1,1,5,5,4,2,4,4,5,4,2,3,3,4,3,3,4,3,5,5,5,3,5,5,5,4,4,3,3,5,"Does it have a good camera?","What is the screen resolution?","What size is the screen?","What size is photo image in mega pixels?<br>","How long will the battery last per charge?","5ed12ef48cd1b204eabd2afd",16,13,97,30,37,121,52,52,418,,2022-06-07 12:24:35,1,0,8,8,0,0,0.69,0
218,,,"smartphone_EN","interview",2022-06-07 12:17:38,1,70,1,2,4,4,4,3,3,1,2,3,4,4,4,3,4,3,3,4,2,1,1,4,1,1,1,4,5,5,5,2,1,3,4,3,1,1,1,4,2,4,1,5,4,5,3,3,2,4,4,"How long will a charge last?","os it easy to use (intuitive)?","How much does it cost","Can I have a larger screen?",,"558bb476fdf99b21155f2dbf",7,13,27,23,44,99,42,50,305,,2022-06-07 12:22:43,1,0,8,8,0,0,0.94,2
219,,,"smartphone_EN","interview",2022-06-07 12:17:39,1,44,1,2,4,4,4,3,3,1,3,4,2,4,2,2,3,4,3,3,2,1,4,5,5,4,3,3,5,5,4,4,4,5,5,3,2,2,4,5,4,5,4,4,5,5,5,5,3,3,5,"Do you have a phone with long battery life?  I find my current one needs charging very frequently.","Do you have a phone with finger print recognition to unlock it?","Do you have a smartphone with a good camera as I like taking photos?","Do you have a phone with a large memory/capacity as I store a lot of data on my phone?","Do you have a phone that comes with a case and I like to protect my phone from being damaged?","5f5f381a671929022832eef6",11,8,29,23,30,159,37,40,337,,2022-06-07 12:23:16,1,0,8,8,0,0,0.97,3
220,,,"smartphone_EN","interview",2022-06-07 12:17:39,1,53,1,2,5,5,5,3,3,1,2,3,3,4,3,2,5,4,3,4,3,1,1,4,4,2,1,5,5,5,5,2,3,4,4,1,1,1,1,4,3,5,4,4,4,3,4,4,2,1,4,"whats the battery life like","whats the price range","is the camera good","whats the sound quality like",,"5a0a057c80acd80001047392",4,10,21,19,23,50,27,31,185,,2022-06-07 12:20:44,1,0,8,8,0,0,1.46,23
221,,,"smartphone_EN","interview",2022-06-07 12:17:39,2,20,1,2,4,4,5,2,2,1,3,1,5,5,5,2,5,5,2,5,5,1,4,4,4,5,5,4,4,5,5,1,4,4,5,4,1,4,2,4,3,4,5,4,3,5,4,5,5,5,5,"What is the price?","What operating system does the smartphone run on?","How big is the display?","What cameras does it have and are they good?","What special features set it apart from other phones?","5e5a4840b07a782433c97bd5",5,16,19,12,12,87,23,25,199,,2022-06-07 12:20:58,1,0,8,8,0,0,1.58,31
222,,,"smartphone_EN","interview",2022-06-07 12:17:39,1,38,1,2,4,4,4,1,1,1,2,2,5,4,4,1,4,4,1,4,3,1,3,5,5,2,1,2,5,5,5,4,2,4,5,1,,3,1,5,3,4,4,3,5,5,,,4,,5,"Does this phone fit easily into the tiny pockets on women's clothing?","How good is the camera? I want something that will take excellent photos","How advanced is the technology? I prefer something simple and easy to use","What is the operating system? I am only interested in Android","Is there a refurbished option available? I want to keep the costs down","5ece8a3c088813259ffc1e0f",82,11,26,19,25,121,38,35,283,,2022-06-07 12:23:36,1,0,8,8,0,0,0.95,5
223,,,"smartphone_EN","interview",2022-06-07 12:17:40,1,48,1,2,4,4,5,3,3,1,3,2,4,4,5,2,4,4,2,4,4,1,3,5,2,5,3,4,5,5,5,2,2,4,4,3,5,4,5,5,2,5,2,4,5,4,5,5,4,4,5,"How heavy is your smartphone. I don't like very heavy phones","How long does the battery last on the smartphone?","What resolution is the display of the smartphone?","What extra features does the camera have?","What is the internal storage capacity of the smartphone?","62399b6857fed060c738c7da",16,11,29,21,24,97,35,40,273,,2022-06-07 12:22:13,1,0,8,8,0,0,1,3
224,,,"smartphone_EN","interview",2022-06-07 12:17:40,1,24,1,2,5,5,5,3,3,1,1,2,3,4,3,3,5,5,3,4,3,1,1,5,5,5,3,5,5,5,4,5,4,5,5,4,1,5,4,5,5,5,5,5,5,5,5,5,4,4,3,"How much storage does the phone have?","how is the camera quality?","how big or small is the phone?",,,"6056e89e532b129f52091452",38,19,58,37,50,162,62,55,481,,2022-06-07 12:25:41,1,0,8,8,0,0,0.56,0
225,,,"smartphone_EN","interview",2022-06-07 12:17:40,1,58,1,2,4,4,4,2,2,1,2,2,5,4,5,3,5,5,3,5,2,1,1,4,2,2,1,3,5,5,5,2,1,5,4,3,1,4,1,4,3,5,5,5,5,5,4,4,4,3,5,"What's the smallest smartphone you have? I don't like carrying large phones around with me.","I need an Android phone. What do you have?","What is the cost?","How long has the phone model been out? Is it likely to be deleted from ranges soon?","What's the battery life like?","59906c57b2bf030001c4f1ce",5,10,22,18,33,176,42,45,351,,2022-06-07 12:23:32,1,0,8,8,0,0,1.08,9
226,,,"smartphone_EN","interview",2022-06-07 12:17:40,1,31,1,2,5,4,4,4,4,1,2,2,4,5,3,2,5,5,1,4,2,1,1,5,1,5,3,5,5,5,5,4,4,5,5,,,2,,4,,5,1,5,5,4,5,5,,5,5,"What is the sound quality like on this phone?","Do you have any small sized models?","What is the battery life like?","How long can I expect this phone to last?","What is the price outright?","5eb05ee34ca8a81042c289ab",14,18,38,22,23,92,36,32,275,,2022-06-07 12:22:15,1,0,8,8,0,0,0.96,4
227,,,"smartphone_EN","interview",2022-06-07 12:17:40,1,25,1,2,5,5,5,2,2,1,3,3,4,4,4,1,5,4,1,4,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,"what is the megapixels of both the front and back cameras?","what is the storage of the phone?","how big is the screen of the phone compared to the size of the phone","what operating system does the phone have?",,"605321be3c11a82a1230c8ee",30,25,54,41,52,173,44,45,464,,2022-06-07 12:25:24,1,0,8,8,0,0,0.59,0
228,,,"smartphone_EN","interview",2022-06-07 12:17:41,2,45,1,2,4,4,4,4,5,1,3,3,2,3,3,3,4,3,4,4,2,1,4,5,4,3,2,3,5,5,4,4,3,4,4,5,,4,3,4,3,5,4,4,5,4,4,5,3,2,5,"What wuality camera is it?","Does it fit easily into my pocket?","Is it robust?","Is the customer interface easy to use?","How much RAM is there?","5c747244f33ac60001b7a9e2",3,9,14,8,18,63,25,28,168,,2022-06-07 12:20:29,1,0,8,8,0,0,1.9,45
229,,,"smartphone_EN","interview",2022-06-07 12:17:41,2,75,1,2,5,5,5,3,3,1,3,3,4,4,4,2,4,3,2,5,4,1,2,4,3,3,2,3,5,5,5,4,3,4,5,4,2,5,4,4,2,5,5,4,4,4,5,4,4,2,5,"price","functions","operating system","security features","size","5ea01b4b2d7b4d0243d93f78",6,28,36,26,39,91,40,41,307,,2022-06-07 12:22:48,1,0,8,8,0,0,0.9,2
230,,,"smartphone_EN","interview",2022-06-07 12:17:41,2,30,1,2,4,4,4,3,3,1,4,3,4,4,4,1,4,4,1,4,4,1,1,3,3,5,4,3,5,5,5,3,3,3,5,3,3,4,4,4,4,5,3,4,4,5,5,5,4,4,3,"how good is battery","what is storage capacity","is it fast",,,"623478aa93ccbf5fc88ad4f7",3,9,23,21,22,31,34,29,172,,2022-06-07 12:20:33,1,0,8,8,0,0,1.64,33
231,,,"smartphone_EN","interview",2022-06-07 12:17:42,1,38,1,2,4,4,4,3,3,1,3,2,4,4,4,3,4,4,4,4,5,1,5,5,5,4,1,4,5,5,5,5,4,4,4,3,1,3,3,5,4,5,5,4,4,5,5,5,3,3,5,"Do you have a smartphne that comes with a lot of data? I would not want to run out of data.","Do you have a smartphone with a good front facing camera? I like to take good selfies.","Do you have a smartphone which is easy to use? I don;t like anything too complicated.","Do you have a smartphone with a big memory? I need a lot of storage space for photos and games.","Do you have a smartphone with good graphics? I like to play games on my smartphone.","5d684971f5868700184eab81",6,9,26,25,25,158,33,36,318,,2022-06-07 12:23:00,1,0,8,8,0,0,1.09,7
232,,,"smartphone_EN","interview",2022-06-07 12:17:42,1,38,1,2,4,4,4,2,2,1,2,3,4,4,4,1,4,4,2,4,3,1,1,5,1,5,2,3,5,5,4,3,2,3,4,4,4,3,2,5,4,5,2,5,4,4,4,4,,,4,"do you have a phone with a good camera? because I like to take photos.","do you have a phone with a good battery life? as I use my phone for work and personal use.","do you have a phone with a large storage capabilty? as I store alot of photos etc on my phone.","do you have a phone with a large screen? as i like to watch films/videos on my device.",,"5f69fe3c1acc2b021e1de5cb",4,7,25,35,49,174,39,53,386,,2022-06-07 12:24:08,1,0,8,8,0,0,1.04,12
233,,,"smartphone_EN","interview",2022-06-07 12:17:42,1,64,1,2,5,5,5,3,3,1,1,1,5,5,5,1,5,5,1,5,3,1,1,5,5,3,1,5,5,5,5,3,3,4,4,1,1,1,1,5,1,5,5,5,5,1,5,5,,,4,"IHow much storage is there? <br>","Does it have a good camera ","Is it easy to use ","Is it small enough to fit in a pocket ",,"6090f952525df6a9a07b6921",18,11,34,25,23,75,32,36,254,,2022-06-07 12:21:56,1,0,8,8,0,0,1.01,5
234,,,"smartphone_EN","interview",2022-06-07 12:17:42,2,36,1,2,5,5,5,3,3,1,2,1,5,3,4,2,5,5,3,5,4,1,1,4,3,5,3,4,5,5,5,4,5,3,4,1,1,3,3,3,3,4,2,4,4,5,5,5,3,5,5,"What is the screen size","What is the battery life","What is the storage sizes available","What colours are available","How bright does the screen get","5a2c5ea34ed219000159a0bf",3,7,22,16,22,56,28,24,178,,2022-06-07 12:20:40,1,0,8,8,0,0,1.64,32
235,,,"smartphone_EN","interview",2022-06-07 12:17:43,2,51,1,2,4,4,4,3,3,1,4,2,5,4,4,2,4,4,3,4,4,1,4,4,1,4,1,5,5,5,4,4,4,4,4,1,1,3,4,4,1,5,2,5,4,5,4,4,4,4,5,"What RAM has it got?","What size is the storage?","What type of screen does it have?<br>","How long to charge it?","How much does it cost?","59b8053c59f3df0001e08810",3,16,21,27,23,69,28,33,220,,2022-06-07 12:21:23,1,0,8,8,0,0,1.36,21
236,,,"smartphone_EN","interview",2022-06-07 12:17:43,1,36,1,2,5,4,4,3,3,1,3,4,4,3,4,2,4,4,4,4,4,1,3,5,5,3,3,5,5,5,5,5,3,4,5,5,4,5,4,5,5,5,4,5,5,5,5,5,4,4,3,"Do you have a phone with long battery life? because I use my phone very often","Do you have a phone with sharp camera? Because I am a photographer","What latest phone models do you have?",,,"6269a659f3f7e7e125de8af1",6,13,63,26,33,570,49,134,894,,2022-06-07 12:32:38,1,0,8,8,0,0,0.71,2
237,,,"smartphone_EN","interview",2022-06-07 12:17:43,2,51,1,2,5,5,5,1,1,1,1,1,5,4,4,2,5,5,2,5,4,1,1,2,1,4,3,5,5,5,5,4,4,4,5,4,4,4,1,2,1,5,5,4,2,5,4,4,3,3,5,"What is the battery life? As I often have long periods between charging.","Is there an extended warranty available? As I want to be fully insured for every eventuality.","What is the operating system? As I have a clear preference.","If I ever need a repair, is there a centre in my home country? (self-explanatory)","Is the phone available in other colours? I prefer neutral/ discreet tones.","5cfde288bab656000198b943",3,9,25,23,24,195,31,27,337,,2022-06-07 12:23:20,1,0,8,8,0,0,1.31,19
238,,,"smartphone_EN","interview",2022-06-07 12:17:43,2,19,1,2,5,4,4,1,1,1,2,2,4,5,4,2,4,5,1,5,3,1,2,4,4,4,1,5,5,5,5,5,4,2,5,5,1,4,3,4,2,5,5,4,4,3,5,4,2,4,5,"What is the expected battery life for moderate-heavy users?","Does the phone support 5G?","If it's not manufactured by Samsung/Apple/Google, what's the credibility of the brand?","How long will it receive software updates for?","How expensive is it?","5b098ce4e80ba400017f75de",5,9,26,27,29,140,46,52,334,,2022-06-07 12:23:17,1,0,8,8,0,0,1.02,7
239,,,"smartphone_EN","interview",2022-06-07 12:17:44,1,49,1,2,3,3,3,5,5,1,4,4,4,4,4,2,4,4,2,4,4,1,1,5,4,4,1,4,5,5,2,4,3,4,5,3,1,4,2,4,4,5,4,5,5,2,5,5,2,2,5,"What is the battery life?","What are the specifications of the camera?","Does it have a wide range of accessibility options available.","How much internal storage capacity does the phone have?","What are the key security features of the phone?","60fd30932e74f14c65600b1b",234,9,41,27,26,121,52,41,325,,2022-06-07 12:26:55,1,0,8,8,0,0,0.81,2
240,,,"smartphone_EN","interview",2022-06-07 12:17:44,1,45,1,2,4,3,4,2,2,1,2,4,2,4,3,3,3,3,3,4,3,1,1,4,2,3,2,4,4,5,4,3,4,4,3,,1,3,4,4,3,4,3,4,4,4,,4,,,3,"How long does the battery last?","What size is it and will it fit in my pocket?","How much memory does it have for photos?",,,"616ab1b6df359dcb87a8b0e5@email.prolific.co",7,9,63,22,30,62,48,52,293,,2022-06-07 12:22:37,1,0,8,8,0,0,1,6
